txn_id,timestamp,txn_date,hour_of_day,user_id,merchant_id,merchant_category,effective_mcc,amount,amount_flag,status,utr,utr_flag,customer_fk_valid,merchant_fk_valid
TXN00008971,2026-02-06 07:23:18,2026-02-06,7,USR29248,MCH5971,Hotel & Lodging,7011,2919.97,VALID_AMOUNT,SUCCESS,UTR8868785042,VALID_UTR,False,False
TXN00019161,2026-03-12 02:48:01,2026-03-12,2,USR35149,MCH1896,Grocery,5411,16061.75,VALID_AMOUNT,SUCCESS,UTR4026297123,VALID_UTR,False,False
TXN00006937,2026-01-21 16:44:02,2026-01-21,16,USR17904,MCH2645,Hotel & Lodging,7011,7938.31,VALID_AMOUNT,SUCCESS,UTR8105761264,VALID_UTR,False,False
TXN00000390,2026-01-16 23:37:56,2026-01-16,23,USR60262,MCH4747,Transportation,4131,20172.8,VALID_AMOUNT,SUCCESS,UTR3985468025,RESCUED_UTR_SPACES_REMOVED,False,True
TXN00014274,2026-02-07 08:20:03,2026-02-07,8,USR72574,MCH5179,Grocery,5411,8960.09,VALID_AMOUNT,SUCCESS,UTR5589485421,VALID_UTR,False,False
TXN00008062,2026-02-03 16:57:38,2026-02-03,16,USR80995,MCH6920,Transportation,4131,6435.39,VALID_AMOUNT,SUCCESS,UTR7566529218,VALID_UTR,True,True
TXN00014155,2026-02-25 07:03:58,2026-02-25,7,USR89194,MCH5798,Restaurant,5812,18917.5,VALID_AMOUNT,SUCCESS,UTR7192782361,VALID_UTR,False,True
TXN00019174,2026-02-12 00:00:00,2026-02-12,0,USR10288,MCH8939,Grocery,5411,11412.83,VALID_AMOUNT,PENDING,,MISSING_UTR,True,True
TXN00013194,2026-02-16 04:46:39,2026-02-16,4,USR61238,MCH9810,Transportation,4131,14224.78,VALID_AMOUNT,SUCCESS,UTR3807786597,VALID_UTR,True,False
TXN00000472,2026-02-14 11:52:57,2026-02-14,11,USR65381,MCH5643,Miscellaneous Retail,,24247.0,VALID_AMOUNT,SUCCESS,UTR2483040578,VALID_UTR,False,False
TXN00008915,2026-02-24 02:41:49,2026-02-24,2,USR75678,MCH7770,Hotel & Lodging,7011,2104.27,VALID_AMOUNT,SUCCESS,UTR4752281670,VALID_UTR,True,False
TXN00016888,2026-01-28 00:39:39,2026-01-28,0,USR92250,MCH3742,Grocery,5411,,PARSE_ERROR,SUCCESS,UTR1565021047,VALID_UTR,False,True
TXN00004210,2026-03-09 11:22:08,2026-03-09,11,USR39648,MCH2492,Transportation,4131,1435.1,VALID_AMOUNT,SUCCESS,UTR5624448715,VALID_UTR,False,True
TXN00002674,2026-01-17 23:59:14,2026-01-17,23,USR93269,MCH9457,Restaurant,5812,4988.39,VALID_AMOUNT,SUCCESS,UTR6047687669,VALID_UTR,False,True
TXN00008152,2026-03-10 00:13:10,2026-03-10,0,USR57344,MCH1080,Transportation,4131,20596.81,VALID_AMOUNT,SUCCESS,UTR1193031588,VALID_UTR,False,False
TXN00008687,2026-01-24 21:47:39,2026-01-24,21,USR87803,MCH2576,Transportation,4131,7898.18,VALID_AMOUNT,SUCCESS,UTR6638609425,VALID_UTR,True,True
TXN00019492,2026-02-02 23:53:17,2026-02-02,23,USR89358,MCH6709,Miscellaneous Retail,,24538.21,VALID_AMOUNT,SUCCESS,UTR4616595632,VALID_UTR,False,False
TXN00013868,2026-03-27 06:47:31,2026-03-27,6,USR81848,MCH2670,Transportation,4131,6435.3,VALID_AMOUNT,SUCCESS,UTR1759446380,VALID_UTR,True,False
TXN00011942,2026-01-23 20:39:45,2026-01-23,20,USR47599,MCH4904,Hotel & Lodging,7011,3232.14,VALID_AMOUNT,PENDING,,MISSING_UTR,False,True
TXN00019884,2026-03-16 22:50:26,2026-03-16,22,USR22881,MCH3953,Restaurant,5812,4329.78,VALID_AMOUNT,SUCCESS,UTR3035938118,VALID_UTR,False,True
TXN00006025,2026-03-30 01:15:25,2026-03-30,1,USR23318,MCH6547,Restaurant,5812,2277.11,VALID_AMOUNT,SUCCESS,UTR7981146642,VALID_UTR,True,True
TXN00010040,2026-03-08 07:13:01,2026-03-08,7,USR27038,MCH6137,Grocery,5411,2502.28,VALID_AMOUNT,SUCCESS,UTR9588947901,VALID_UTR,False,True
TXN00013093,2026-01-29 13:01:33,2026-01-29,13,USR11130,MCH1216,Pharmacy,5912,4254.29,VALID_AMOUNT,SUCCESS,UTR5455321658,VALID_UTR,True,True
TXN00002485,2026-03-18 02:23:13,2026-03-18,2,USR68314,MCH5499,Grocery,5411,11572.26,VALID_AMOUNT,SUCCESS,UTR6980972341,VALID_UTR,False,False
TXN00002047,2026-03-12 00:11:35,2026-03-12,0,USR74325,MCH2691,Hotel & Lodging,7011,1701.03,VALID_AMOUNT,SUCCESS,UTR5828995222,VALID_UTR,False,True
TXN00010797,2026-01-08 18:48:38,2026-01-08,18,USR53649,MCH7593,Miscellaneous Retail,,10218.1,VALID_AMOUNT,SUCCESS,UTR3017284701,VALID_UTR,True,False
TXN00002007,2026-03-12 20:07:13,2026-03-12,20,USR67763,MCH7365,Pharmacy,5912,11249.0,VALID_AMOUNT,SUCCESS,UTR2931035385,VALID_UTR,False,False
TXN00012138,2026-02-01 09:13:03,2026-02-01,9,USR79236,MCH6727,Restaurant,5812,15203.2,VALID_AMOUNT,SUCCESS,UTR8959836393,VALID_UTR,False,False
TXN00015722,2026-02-06 05:48:50,2026-02-06,5,USR71449,MCH4351,Grocery,5411,1781.99,VALID_AMOUNT,FAILED,UTR2480518189,VALID_UTR,False,False
TXN00013086,2026-02-20 18:09:35,2026-02-20,18,USR61352,MCH9866,Hotel & Lodging,7011,112.5,VALID_AMOUNT,SUCCESS,UTR0928561702,RESCUED_UTR_SPACES_REMOVED,False,True
TXN00017817,2026-01-10 03:36:03,2026-01-10,3,USR96271,MCH6512,Transportation,4131,11795.15,VALID_AMOUNT,SUCCESS,UTR6686472500,VALID_UTR,False,True
TXN00011329,2026-01-22 01:38:31,2026-01-22,1,USR96412,MCH1330,Transportation,4131,-20924.74,REFUND_OR_REVERSAL_NEGATIVE,SUCCESS,UTR8819399742,VALID_UTR,False,False
TXN00017127,2026-03-10 08:03:15,2026-03-10,8,USR24450,MCH1412,Pharmacy,5912,3693.11,VALID_AMOUNT,SUCCESS,UTR3710340838,VALID_UTR,True,False
TXN00003287,2026-03-12 01:35:59,2026-03-12,1,USR75717,MCH3421,Pharmacy,5912,9701.77,VALID_AMOUNT,SUCCESS,UTR1604925087,VALID_UTR,False,True
TXN00008707,2026-02-27 15:50:02,2026-02-27,15,USR70547,MCH6848,Transportation,4131,18603.8,VALID_AMOUNT,SUCCESS,UTR3871489307,VALID_UTR,True,True
TXN00017539,2026-02-10 07:12:13,2026-02-10,7,USR35529,MCH7136,Restaurant,5812,23709.61,VALID_AMOUNT,SUCCESS,UTR4989536712,VALID_UTR,True,False
TXN00000643,2026-03-17 01:58:54,2026-03-17,1,USR86042,MCH9137,Grocery,5411,5294.09,VALID_AMOUNT,SUCCESS,UTR1164364450,VALID_UTR,True,True
TXN00004055,2026-01-06 05:07:18,2026-01-06,5,USR28329,MCH3920,Hotel & Lodging,7011,19490.12,VALID_AMOUNT,SUCCESS,UTR3874550055,VALID_UTR,True,True
TXN00004647,2026-03-14 19:09:58,2026-03-14,19,USR12244,MCH8663,Hotel & Lodging,7011,16946.3,VALID_AMOUNT,SUCCESS,UTR2371703150,VALID_UTR,False,True
TXN00005173,2026-01-16 02:07:58,2026-01-16,2,USR95151,MCH8628,Hotel & Lodging,7011,,PARSE_ERROR,SUCCESS,UTR5008668862,VALID_UTR,False,True
TXN00012957,2026-02-19 01:22:30,2026-02-19,1,USR68794,MCH4795,Miscellaneous Retail,,24331.79,VALID_AMOUNT,SUCCESS,UTR9923995230,VALID_UTR,False,False
TXN00005899,2026-02-13 07:29:46,2026-02-13,7,USR92514,MCH1392,Transportation,4131,23807.08,VALID_AMOUNT,SUCCESS,UTR8235007408,RESCUED_UTR_SPACES_REMOVED,False,True
TXN00014623,2026-02-27 12:55:46,2026-02-27,12,USR99916,MCH3206,Restaurant,5812,,PARSE_ERROR,SUCCESS,UTR6637941968,VALID_UTR,True,True
TXN00004466,2026-02-11 01:45:06,2026-02-11,1,USR67008,MCH7557,Grocery,5411,9906.06,VALID_AMOUNT,SUCCESS,UTR4792125025,RESCUED_UTR_SPACES_REMOVED,True,False
TXN00007879,2026-03-18 05:57:30,2026-03-18,5,USR12040,MCH4406,Transportation,4131,16184.08,VALID_AMOUNT,SUCCESS,UTR5685435771,VALID_UTR,True,True
TXN00012052,2026-01-22 19:05:34,2026-01-22,19,USR67933,MCH7742,Grocery,5411,,PARSE_ERROR,SUCCESS,UTR2063928226,VALID_UTR,True,False
TXN00019336,2026-03-10 14:59:10,2026-03-10,14,USR90045,MCH3408,Grocery,5411,,PARSE_ERROR,SUCCESS,UTR1797257559,VALID_UTR,False,False
TXN00009869,2026-01-14 19:05:16,2026-01-14,19,USR21753,MCH5031,Pharmacy,5912,22770.84,VALID_AMOUNT,SUCCESS,UTR2071576167,VALID_UTR,True,False
TXN00008071,2026-02-10 00:30:16,2026-02-10,0,USR15499,MCH3132,Transportation,4131,10895.37,VALID_AMOUNT,SUCCESS,UTR5440994625,VALID_UTR,False,False
TXN00008193,2026-01-06 10:34:43,2026-01-06,10,USR68887,MCH5694,Pharmacy,5912,8381.86,VALID_AMOUNT,PENDING,UTR4691068554,VALID_UTR,False,False
TXN00007937,2026-03-01 13:56:24,2026-03-01,13,USR31329,MCH8002,Hotel & Lodging,7011,12748.83,VALID_AMOUNT,FAILED,UTR7716970277,VALID_UTR,True,False
TXN00016053,2026-03-27 03:44:01,2026-03-27,3,USR42289,MCH7522,Pharmacy,5912,,PARSE_ERROR,SUCCESS,UTR5669257803,VALID_UTR,True,False
TXN00013898,2026-01-15 10:11:09,2026-01-15,10,USR36233,MCH6271,Pharmacy,5912,3077.27,VALID_AMOUNT,SUCCESS,UTR5801771540,VALID_UTR,True,False
TXN00016319,2026-03-02 22:08:52,2026-03-02,22,USR27919,MCH4534,Pharmacy,5912,6067.97,VALID_AMOUNT,SUCCESS,UTR8633220988,VALID_UTR,False,True
TXN00002884,2026-02-17 23:09:16,2026-02-17,23,USR83646,MCH7057,Hotel & Lodging,7011,1788.25,VALID_AMOUNT,FAILED,UTR1019127379,VALID_UTR,True,True
TXN00004605,2026-03-21 03:30:33,2026-03-21,3,USR31271,MCH4034,Grocery,5411,18784.46,VALID_AMOUNT,FAILED,UTR2075782850,VALID_UTR,True,True
TXN00017313,2026-02-25 01:53:25,2026-02-25,1,USR91849,MCH9463,Hotel & Lodging,7011,19431.05,VALID_AMOUNT,SUCCESS,UTR5433849285,VALID_UTR,False,True
TXN00009319,2026-02-24 09:51:45,2026-02-24,9,USR36201,MCH2474,Transportation,4131,16216.87,VALID_AMOUNT,SUCCESS,UTR0247463580,VALID_UTR,False,True
TXN00017406,2026-02-07 04:33:41,2026-02-07,4,USR22355,MCH6934,Grocery,5411,16797.6,VALID_AMOUNT,SUCCESS,UTR7604577741,VALID_UTR,False,False
TXN00013326,2026-02-11 03:24:53,2026-02-11,3,USR54420,MCH4394,Grocery,5411,1273.88,VALID_AMOUNT,PENDING,UTR3758101819,VALID_UTR,True,False
TXN00000542,2026-01-13 16:49:54,2026-01-13,16,USR54642,MCH8669,Hotel & Lodging,7011,15158.3,VALID_AMOUNT,SUCCESS,UTR3261277632,VALID_UTR,True,False
TXN00008006,2026-03-16 06:34:14,2026-03-16,6,USR94037,MCH8247,Pharmacy,5912,9099.5,VALID_AMOUNT,SUCCESS,UTR7969548213,VALID_UTR,False,True
TXN00019537,2026-03-23 09:01:43,2026-03-23,9,USR49065,MCH5972,Books & Stationery,5942,12047.82,VALID_AMOUNT,SUCCESS,,MISSING_UTR,False,True
TXN00003691,2026-03-17 00:08:40,2026-03-17,0,USR52092,MCH5846,Transportation,4131,20673.0,VALID_AMOUNT,SUCCESS,UTR2027673272,VALID_UTR,False,False
TXN00009196,2026-01-15 09:27:42,2026-01-15,9,USR63311,MCH7297,Grocery,5411,2341.25,VALID_AMOUNT,SUCCESS,UTR7230580914,VALID_UTR,False,True
TXN00009553,2026-02-07 05:51:07,2026-02-07,5,USR92570,MCH3843,Hotel & Lodging,7011,18337.0,VALID_AMOUNT,SUCCESS,UTR6466615175,VALID_UTR,False,False
TXN00012959,2026-03-13 01:39:05,2026-03-13,1,USR13466,MCH3536,Transportation,4131,8567.4,VALID_AMOUNT,SUCCESS,UTR6859771151,RESCUED_UTR_SPACES_REMOVED,False,True
TXN00005653,2026-02-07 00:49:54,2026-02-07,0,USR73605,MCH8251,Grocery,5411,5154.99,VALID_AMOUNT,SUCCESS,UTR0699865286,VALID_UTR,False,False
TXN00013322,2026-01-17 07:54:25,2026-01-17,7,USR95568,MCH2920,Grocery,5411,8482.32,VALID_AMOUNT,SUCCESS,UTR0849867762,VALID_UTR,True,False
TXN00009519,2026-01-12 02:42:43,2026-01-12,2,USR74297,MCH2724,Restaurant,5812,13240.6,VALID_AMOUNT,FAILED,UTR0285773142,VALID_UTR,True,True
TXN00007141,2026-03-13 03:57:01,2026-03-13,3,USR85257,MCH7406,Grocery,5411,23644.95,VALID_AMOUNT,SUCCESS,UTR8062099675,VALID_UTR,False,False
TXN00015020,2026-03-25 04:29:41,2026-03-25,4,USR85810,MCH6131,Pharmacy,5912,17213.0,VALID_AMOUNT,SUCCESS,UTR6434911702,RESCUED_UTR_SPACES_REMOVED,True,True
TXN00013542,2026-03-23 00:00:00,2026-03-23,0,USR65428,MCH8699,Grocery,5411,21846.76,VALID_AMOUNT,SUCCESS,UTR5001334695,VALID_UTR,True,False
TXN00007421,2026-03-27 05:18:42,2026-03-27,5,USR72852,MCH1306,Hotel & Lodging,7011,4913.89,VALID_AMOUNT,SUCCESS,UTR8687595155,VALID_UTR,False,False
TXN00007083,2026-03-14 00:00:00,2026-03-14,0,USR83565,MCH2103,Hotel & Lodging,7011,10824.85,VALID_AMOUNT,SUCCESS,UTR1979167916,VALID_UTR,False,False
TXN00007795,2026-01-04 03:52:35,2026-01-04,3,USR37037,MCH7768,Pharmacy,5912,18181.01,VALID_AMOUNT,SUCCESS,UTR9217045582,VALID_UTR,True,True
TXN00015587,2026-02-23 13:29:17,2026-02-23,13,USR13875,MCH6858,Restaurant,5812,5205.12,VALID_AMOUNT,SUCCESS,UTR7275598733,VALID_UTR,True,False
TXN00008622,2026-01-02 02:38:38,2026-01-02,2,USR61270,MCH3465,Restaurant,5812,4508.19,VALID_AMOUNT,SUCCESS,UTR2560363206,VALID_UTR,False,True
TXN00001694,2026-02-28 22:33:50,2026-02-28,22,USR62257,MCH8020,Pharmacy,5912,3667.89,VALID_AMOUNT,SUCCESS,UTR5901244993,VALID_UTR,False,False
TXN00011981,2026-02-19 03:50:41,2026-02-19,3,USR79776,MCH6316,Grocery,5411,3554.3,VALID_AMOUNT,SUCCESS,UTR9373903701,VALID_UTR,False,False
TXN00005707,2026-03-19 17:11:04,2026-03-19,17,USR43455,MCH8777,Grocery,5411,22396.44,VALID_AMOUNT,SUCCESS,UTR9231683969,VALID_UTR,True,True
TXN00002044,2026-02-11 01:30:51,2026-02-11,1,USR57932,MCH1605,Transportation,4131,2878.07,VALID_AMOUNT,SUCCESS,UTR3996716791,VALID_UTR,True,True
TXN00018177,2026-01-14 23:53:53,2026-01-14,23,USR39333,MCH2232,Grocery,5411,,PARSE_ERROR,FAILED,UTR0832875989,VALID_UTR,True,True
TXN00014837,2026-01-17 08:23:50,2026-01-17,8,USR75235,MCH1722,Restaurant,5812,10449.23,VALID_AMOUNT,SUCCESS,UTR2762980231,VALID_UTR,True,True
TXN00001109,2026-03-27 10:47:55,2026-03-27,10,USR82964,MCH1317,Restaurant,5812,17403.56,VALID_AMOUNT,SUCCESS,UTR4742285481,RESCUED_UTR_SPACES_REMOVED,False,False
TXN00007990,2026-03-14 19:01:12,2026-03-14,19,USR11468,MCH3011,Department Store,5311,20967.16,VALID_AMOUNT,SUCCESS,UTR4962774036,VALID_UTR,False,True
TXN00011157,2026-02-19 21:23:44,2026-02-19,21,USR85170,MCH9374,Pharmacy,5912,23576.79,VALID_AMOUNT,SUCCESS,UTR6859099731,VALID_UTR,False,False
TXN00006127,2026-03-17 15:03:52,2026-03-17,15,USR32834,MCH5637,Hotel & Lodging,7011,12748.05,VALID_AMOUNT,SUCCESS,UTR3695610800,VALID_UTR,False,True
TXN00015318,2026-03-05 22:27:36,2026-03-05,22,USR60859,MCH8366,Pharmacy,5912,-5836.35,REFUND_OR_REVERSAL_NEGATIVE,SUCCESS,UTR4090596692,VALID_UTR,False,False
TXN00016927,2026-01-29 23:10:30,2026-01-29,23,USR13473,MCH1430,Transportation,4131,4182.78,VALID_AMOUNT,PENDING,UTR7008725078,VALID_UTR,True,True
TXN00013145,2026-03-26 02:43:53,2026-03-26,2,USR18749,MCH9108,Hotel & Lodging,7011,2815.7,VALID_AMOUNT,SUCCESS,UTR2091173766,VALID_UTR,False,False
TXN00015172,2026-01-30 23:46:09,2026-01-30,23,USR79419,MCH2138,Miscellaneous Retail,,,PARSE_ERROR,SUCCESS,UTR6429759888,RESCUED_UTR_SPACES_REMOVED,True,False
TXN00010004,2026-01-06 06:35:17,2026-01-06,6,USR80991,MCH8431,Grocery,5411,15185.59,VALID_AMOUNT,SUCCESS,UTR2801672739,VALID_UTR,False,True
TXN00017373,2026-01-19 17:50:56,2026-01-19,17,USR53625,MCH4084,Grocery,5411,188.18,VALID_AMOUNT,SUCCESS,UTR3813583784,VALID_UTR,True,True
TXN00004891,2026-02-08 15:20:56,2026-02-08,15,USR47889,MCH3669,Transportation,4131,7909.37,VALID_AMOUNT,SUCCESS,UTR6219821754,VALID_UTR,False,True
TXN00013362,2026-01-07 18:57:39,2026-01-07,18,USR76216,MCH8832,Pharmacy,5912,9542.21,VALID_AMOUNT,PENDING,UTR7653479022,VALID_UTR,True,True
TXN00002588,2026-01-15 12:24:21,2026-01-15,12,USR44953,MCH3974,Grocery,5411,17068.6,VALID_AMOUNT,SUCCESS,UTR4945044900,VALID_UTR,False,True
TXN00010570,2026-03-09 04:58:02,2026-03-09,4,USR43411,MCH2758,Grocery,5411,14761.57,VALID_AMOUNT,SUCCESS,UTR2776679300,VALID_UTR,False,False
TXN00019267,2026-03-23 10:31:20,2026-03-23,10,USR69680,MCH5270,Pharmacy,5912,815.69,VALID_AMOUNT,SUCCESS,,MISSING_UTR,False,True
TXN00010637,2026-02-21 13:36:11,2026-02-21,13,USR56998,MCH4912,Hotel & Lodging,7011,-11104.18,REFUND_OR_REVERSAL_NEGATIVE,FAILED,UTR9248234479,VALID_UTR,True,True
TXN00015562,2026-02-17 00:00:00,2026-02-17,0,USR60672,MCH8499,Restaurant,5812,5493.0,VALID_AMOUNT,SUCCESS,UTR5392937781,VALID_UTR,True,False
TXN00007751,2026-01-16 03:29:45,2026-01-16,3,USR44698,MCH4366,Restaurant,5812,3965.49,VALID_AMOUNT,SUCCESS,UTR2122084543,RESCUED_UTR_SPACES_REMOVED,False,False
TXN00007705,2026-02-04 06:46:26,2026-02-04,6,USR77668,MCH9640,Apparel,5699,1238.53,VALID_AMOUNT,SUCCESS,UTR6753528291,VALID_UTR,True,True
TXN00016724,2026-01-14 16:14:01,2026-01-14,16,USR53384,MCH4642,Transportation,4131,19066.0,VALID_AMOUNT,SUCCESS,UTR2706114840,VALID_UTR,True,True
TXN00001469,2026-03-14 10:59:15,2026-03-14,10,USR73878,MCH1789,Transportation,4131,-21770.13,REFUND_OR_REVERSAL_NEGATIVE,SUCCESS,UTR1651564080,VALID_UTR,False,True
TXN00001468,2026-02-19 08:17:13,2026-02-19,8,USR54693,MCH7549,Grocery,5411,10178.63,VALID_AMOUNT,SUCCESS,UTR5407290340,VALID_UTR,False,True
TXN00006363,2026-01-17 13:19:20,2026-01-17,13,USR86280,MCH4519,Grocery,5411,,PARSE_ERROR,SUCCESS,UTR8299364600,VALID_UTR,False,False
TXN00002400,2026-03-05 16:43:05,2026-03-05,16,USR16669,MCH9325,Pharmacy,5912,15926.19,VALID_AMOUNT,SUCCESS,UTR0887513805,VALID_UTR,False,True
TXN00006314,2026-03-07 05:01:07,2026-03-07,5,USR39133,MCH5362,Books & Stationery,5942,6743.0,VALID_AMOUNT,SUCCESS,UTR0967969183,VALID_UTR,False,True
TXN00013795,2026-03-21 02:16:41,2026-03-21,2,USR62442,MCH8027,Transportation,4131,21913.38,VALID_AMOUNT,SUCCESS,UTR6429945684,RESCUED_UTR_SPACES_REMOVED,False,False
TXN00005823,2026-03-08 11:49:15,2026-03-08,11,USR59584,MCH5154,Grocery,5411,17717.5,VALID_AMOUNT,SUCCESS,UTR3183213766,VALID_UTR,False,True
TXN00006265,2026-01-01 21:40:52,2026-01-01,21,USR45169,MCH7659,Grocery,5411,21065.03,VALID_AMOUNT,SUCCESS,UTR1256550596,VALID_UTR,False,True
TXN00011974,2026-03-31 04:22:03,2026-03-31,4,USR18997,MCH8793,Restaurant,5812,15569.0,VALID_AMOUNT,SUCCESS,UTR2543282935,VALID_UTR,True,False
TXN00013171,2026-01-03 09:47:51,2026-01-03,9,USR39123,MCH4986,Miscellaneous Retail,,13307.68,VALID_AMOUNT,SUCCESS,UTR5752187518,RESCUED_UTR_SPACES_REMOVED,True,False
TXN00002662,2026-03-16 21:43:42,2026-03-16,21,USR28860,MCH9547,Department Store,5311,22005.12,VALID_AMOUNT,SUCCESS,UTR2719082239,VALID_UTR,False,True
TXN00005481,2026-01-01 04:11:21,2026-01-01,4,USR88624,MCH7719,Hotel & Lodging,7011,20293.0,VALID_AMOUNT,SUCCESS,UTR0540545873,VALID_UTR,False,False
TXN00009698,2026-01-07 18:11:51,2026-01-07,18,USR89621,MCH8709,Grocery,5411,18590.13,VALID_AMOUNT,SUCCESS,,MISSING_UTR,False,False
TXN00009686,2026-01-12 02:23:29,2026-01-12,2,USR39020,MCH5041,Pharmacy,5912,,PARSE_ERROR,SUCCESS,UTR0812801526,VALID_UTR,False,False
TXN00018920,2026-03-08 10:51:50,2026-03-08,10,USR40725,MCH1605,Transportation,4131,24867.31,VALID_AMOUNT,SUCCESS,UTR5450070825,VALID_UTR,False,True
TXN00006120,2026-03-30 00:34:47,2026-03-30,0,USR44722,MCH9041,Hotel & Lodging,7011,16804.77,VALID_AMOUNT,SUCCESS,UTR1497872072,VALID_UTR,False,True
TXN00015677,2026-02-09 08:49:01,2026-02-09,8,USR56753,MCH2220,Hotel & Lodging,7011,,PARSE_ERROR,SUCCESS,UTR2216623577,VALID_UTR,False,True
TXN00017344,2026-01-12 03:28:35,2026-01-12,3,USR67138,MCH5830,Restaurant,5812,6424.9,VALID_AMOUNT,SUCCESS,UTR4414715665,RESCUED_UTR_SPACES_REMOVED,False,False
TXN00017001,2026-03-12 03:02:54,2026-03-12,3,USR84003,MCH4686,Pharmacy,5912,-20325.56,REFUND_OR_REVERSAL_NEGATIVE,SUCCESS,UTR5934468266,VALID_UTR,False,False
TXN00008005,2026-02-20 20:58:06,2026-02-20,20,USR41977,MCH3209,Hotel & Lodging,7011,14216.12,VALID_AMOUNT,SUCCESS,UTR8796371086,VALID_UTR,False,False
TXN00011433,2026-02-02 21:04:08,2026-02-02,21,USR87537,MCH8283,Transportation,4131,24485.7,VALID_AMOUNT,SUCCESS,UTR7977412444,VALID_UTR,True,True
TXN00005887,2026-02-15 01:42:26,2026-02-15,1,USR94972,MCH2355,Hotel & Lodging,7011,14150.64,VALID_AMOUNT,SUCCESS,UTR4751577983,VALID_UTR,False,False
TXN00006838,2026-03-23 20:39:30,2026-03-23,20,USR42594,MCH4915,Transportation,4131,,PARSE_ERROR,SUCCESS,UTR6723254050,VALID_UTR,True,False
TXN00006220,2026-03-12 14:25:34,2026-03-12,14,USR76296,MCH9902,Grocery,5411,3793.75,VALID_AMOUNT,SUCCESS,UTR6595826878,VALID_UTR,True,False
TXN00014574,2026-03-15 20:04:45,2026-03-15,20,USR31488,MCH7464,Transportation,4131,21310.36,VALID_AMOUNT,FAILED,UTR0914320928,VALID_UTR,True,True
TXN00014071,2026-03-12 05:29:41,2026-03-12,5,USR82083,MCH3202,Restaurant,5812,13643.9,VALID_AMOUNT,FAILED,UTR7657241986,RESCUED_UTR_SPACES_REMOVED,True,False
TXN00016476,2026-01-23 20:02:22,2026-01-23,20,USR27770,MCH4271,Pharmacy,5912,,PARSE_ERROR,SUCCESS,UTR2188575267,VALID_UTR,False,False
TXN00000067,2026-02-06 18:02:56,2026-02-06,18,USR75735,MCH4396,Restaurant,5812,3532.0,VALID_AMOUNT,SUCCESS,UTR1819398442,VALID_UTR,False,False
TXN00013214,2026-03-20 08:15:44,2026-03-20,8,USR39220,MCH2418,Grocery,5411,23163.0,VALID_AMOUNT,SUCCESS,UTR0279404834,VALID_UTR,False,True
TXN00005756,2026-02-20 17:39:27,2026-02-20,17,USR28519,MCH1874,Restaurant,5812,9577.01,VALID_AMOUNT,SUCCESS,UTR0985157399,VALID_UTR,False,True
TXN00011139,2026-03-27 06:37:39,2026-03-27,6,USR11558,MCH4130,Grocery,5411,17207.0,VALID_AMOUNT,SUCCESS,UTR4300630662,VALID_UTR,False,False
TXN00005626,2026-02-16 15:14:46,2026-02-16,15,USR62144,MCH8845,Restaurant,5812,21094.78,VALID_AMOUNT,SUCCESS,UTR4974526197,VALID_UTR,True,True
TXN00007613,2026-01-04 12:01:42,2026-01-04,12,USR75208,MCH9815,Restaurant,5812,22549.0,VALID_AMOUNT,SUCCESS,UTR3335134619,VALID_UTR,False,True
TXN00014963,2026-03-09 21:24:16,2026-03-09,21,USR23960,MCH2259,Hotel & Lodging,7011,21939.86,VALID_AMOUNT,SUCCESS,UTR4392185768,VALID_UTR,False,False
TXN00008773,2026-02-26 14:29:59,2026-02-26,14,USR81760,MCH3904,Miscellaneous Retail,,13910.35,VALID_AMOUNT,SUCCESS,,MISSING_UTR,True,False
TXN00012853,2026-02-02 20:18:16,2026-02-02,20,USR39627,MCH1737,Restaurant,5812,21922.43,VALID_AMOUNT,SUCCESS,UTR2147309823,VALID_UTR,False,False
TXN00010499,2026-03-01 21:17:35,2026-03-01,21,USR49178,MCH4296,Miscellaneous Retail,5999,7458.0,VALID_AMOUNT,SUCCESS,UTR4517043305,VALID_UTR,True,True
TXN00008103,2026-02-06 06:39:12,2026-02-06,6,USR93267,MCH5019,Pharmacy,5912,,PARSE_ERROR,SUCCESS,UTR5208076957,VALID_UTR,True,True
TXN00003636,2026-01-23 07:09:21,2026-01-23,7,USR73935,MCH7759,Pharmacy,5912,12158.4,VALID_AMOUNT,SUCCESS,UTR6271621968,RESCUED_UTR_SPACES_REMOVED,False,True
TXN00016020,2026-01-12 16:26:45,2026-01-12,16,USR54444,MCH2921,Hotel & Lodging,7011,24207.77,VALID_AMOUNT,SUCCESS,UTR5915965218,VALID_UTR,False,True
TXN00006679,2026-03-02 14:24:57,2026-03-02,14,USR85708,MCH1457,Grocery,5411,13886.84,VALID_AMOUNT,SUCCESS,UTR5928078617,VALID_UTR,True,True
TXN00005565,2026-01-11 04:01:37,2026-01-11,4,USR24267,MCH4787,Miscellaneous Retail,,23268.0,VALID_AMOUNT,SUCCESS,UTR2474947080,VALID_UTR,False,False
TXN00002580,2026-03-01 17:51:55,2026-03-01,17,USR54843,MCH2424,Grocery,5411,16198.96,VALID_AMOUNT,SUCCESS,UTR3668688766,VALID_UTR,True,True
TXN00009477,2026-02-20 17:09:06,2026-02-20,17,USR17890,MCH2709,Pharmacy,5912,24471.61,VALID_AMOUNT,SUCCESS,UTR7195905385,VALID_UTR,True,True
TXN00010711,2026-01-08 20:38:53,2026-01-08,20,USR94245,MCH5239,Transportation,4131,13879.91,VALID_AMOUNT,PENDING,UTR9464747816,VALID_UTR,False,True
