complaint_id,txn_id,user_id,merchant_id,merchant_category,transaction_timestamp,reported_timestamp,bank_response_timestamp,reporting_delay_days,disputed_amount,amount_imputed,reason_category,complaint_text,severity,resolution_status,channel,txn_link_valid
CBK0000972,TXN00017157,USR27216,MCH1366,Pharmacy,2026-03-26 09:32:21,2026-03-29 00:00:00,2026-04-04 00:00:00,2.6025347222222224,738.08,False,Duplicate Debit & Billing,Customer says transaction was not authorized. call dropped,Medium,IN_PROGRESS,Branch,True
CBK0001378,TXN00013740,USR53440,MCH5264,Grocery,2026-02-03 00:00:00,2026-02-06 00:00:00,2026-02-12 00:00:00,3.0,-7287.56,False,Duplicate Debit & Billing,Suspicious high-value payment disputed by customer.,Low,IN_PROGRESS,Email,True
CBK0000498,TXN00013816,USR55662,MCH9760,Restaurant,2026-03-16 00:00:00,2026-03-20 05:14:03,2026-04-13 00:00:00,4.218090277777778,-734.96,False,Fraud & Account Takeover,Customer complaint text unclear due to poor call center notes.,Low,RESOLVED,Ivr,True
CBK0002011,TXN00005230,USR24993,MCH5993,Hotel & Lodging,2026-01-15 20:42:00,2026-01-18 00:00:00,2026-02-16 00:00:00,2.1375,5154.73,False,Service & Delivery Failure,User says UPI PIN was not entered by them.,Medium,REJECTED,App,True
CBK0002475,TXN00015216,USR46902,MCH4919,Department Store,2026-02-16 12:45:00,2026-02-19 00:00:00,2026-02-23 00:00:00,2.46875,2997.0,False,Fraud & Account Takeover,Suspicious high-value payment disputed by customer.,Critical,IN_PROGRESS,Call Center,True
CBK0000024,TXN00007464,USR69440,MCH7458,Pharmacy,2026-01-18 00:00:00,2026-02-02 03:05:42,2026-02-14 00:00:00,15.128958333333333,2001.83,False,Duplicate Debit & Billing,Complaint received after multiple failed attempts.,Medium,REJECTED,Chatbot,True
CBK0002300,TXN00009857,USR61606,MCH6632,Grocery,2026-02-28 00:00:00,2026-03-05 00:00:00,,5.0,519.97,False,Service & Delivery Failure,Suspicious high-value payment disputed by customer.,Medium,REJECTED,Branch,True
CBK0002143,TXN00078938,USR24536,MCH9291,Apparel,2026-01-15 09:56:06,2026-01-18 00:00:00,2026-02-01 00:00:00,2.5860416666666666,2889.21,False,Duplicate Debit & Billing,user claims account was compromised before transaction.,Medium,CLOSED,Call Center,False
CBK0000161,TXN00017149,USR60681,MCH8391,Hotel & Lodging,2026-01-22 00:00:00,2026-01-24 00:00:00,2026-02-21 00:00:00,2.0,1317.13,False,Fraud & Account Takeover,suspicious high-value payment disputed by customer.,High,IN_PROGRESS,Ivr,True
CBK0001670,TXN00018666,USR83277,MCH7513,Apparel,,2026-03-06 00:00:00,2026-03-25 00:00:00,,1677.0,False,Fraud & Account Takeover,Suspicious high-value payment disputed by customer.,Medium,IN_PROGRESS,Branch,True
CBK0000931,TXN00005802,USR60098,MCH6474,Transportation,2026-01-29 19:01:00,,2026-02-04 05:01:06,,964.98,False,Fraud & Account Takeover,user claims account was compromised before transaction.,Medium,IN_PROGRESS,Ivr,True
CBK0001176,TXN00012064,USR50427,MCH3651,Miscellaneous Retail,2026-03-28 00:00:00,2026-03-29 00:00:00,2026-04-04 00:00:00,1.0,786.31,False,Fraud & Account Takeover,Suspicious high-value payment disputed by customer.,Medium,IN_PROGRESS,Email,True
CBK0001027,TXN00002451,USR57852,MCH2510,Hotel & Lodging,2026-03-01 00:00:00,2026-03-07 00:00:00,,6.0,-224.97,False,Fraud & Account Takeover,Customer complaint text unclear due to poor call center notes.,Medium,RESOLVED,Call Center,True
CBK0001490,TXN00003514,USR77962,MCH9344,Transportation,2026-03-15 00:00:00,2026-03-25 00:00:00,2026-04-19 00:00:00,10.0,1510.93,False,Service & Delivery Failure,USER SAYS UPI PIN WAS NOT ENTERED BY THEM.,Medium,IN_PROGRESS,Chatbot,True
CBK0000732,TXN00004610,USR32036,MCH3057,Pharmacy,2026-01-01 22:58:19,2026-02-16 08:58:00,2026-02-18 00:00:00,45.41644675925926,5879.13,False,Fraud & Account Takeover,Suspicious high-value payment disputed by customer.,Medium,RESOLVED,Email,True
CBK0000216,TXN00011136,USR94832,MCH2451,Pharmacy,,2026-02-10 05:09:00,,,4064.12,True,Service & Delivery Failure,user reports money deducted but merchant denies receiving payment.,Medium,REJECTED,Ivr,True
CBK0002070,TXN00002337,USR40538,MCH4812,Hotel & Lodging,2026-02-24 00:00:00,2026-03-07 00:00:00,2026-03-11 06:38:28,11.0,11411.35,True,Fraud & Account Takeover,Merchant service was not delivered after payment.,Critical,CLOSED,Branch,True
CBK0001887,TXN00011174,USR84917,MCH4909,Transportation,,2026-03-01 00:00:00,,,2412.7,False,Customer General Dispute,User reports money deducted but merchant denies receiving payment.,Medium,IN_PROGRESS,Ivr,True
CBK0001789,TXN00007455,USR44134,MCH3520,Grocery,2026-01-02 00:00:00,2026-01-05 00:00:00,2026-01-18 00:00:00,3.0,1002.8,False,Service & Delivery Failure,merchant service was not delivered after payment.,High,IN_PROGRESS,Ivr,True
CBK0000641,TXN00007177,USR11036,MCH3177,Miscellaneous Retail,2026-01-17 00:00:00,2026-01-22 00:00:00,2026-01-23 23:48:00,5.0,1628.35,False,Fraud & Account Takeover,Customer says amount was debited twice.,Medium,CLOSED,Branch,True
CBK0001964,TXN00002766,USR97332,MCH6356,Pharmacy,2026-02-08 00:00:00,2026-02-11 20:51:02,2026-03-05 20:51:00,3.868773148148148,216.49,False,Customer General Dispute,User claims account was compromised before transaction.,Medium,IN_PROGRESS,Ivr,True
CBK0001842,TXN00012727,USR63387,MCH2945,Grocery,2026-03-26 05:18:01,2026-04-05 10:18:01,2026-04-25 00:00:00,10.208333333333334,847.6,False,Duplicate Debit & Billing,Customer says amount was debited twice.,Critical,CLOSED,Ivr,True
CBK0000974,TXN00010092,USR70647,MCH6974,Pharmacy,2026-03-16 00:00:00,2026-03-18 00:00:00,2026-03-24 00:00:00,2.0,1533.39,False,Fraud & Account Takeover,Merchant service was not delivered after payment.,Low,IN_PROGRESS,Ivr,True
CBK0001292,TXN00018296,USR56334,MCH1320,Restaurant,2026-03-11 00:00:00,2026-03-11 00:00:00,2026-03-13 00:56:00,0.0,849.13,False,Duplicate Debit & Billing,USER CLAIMS ACCOUNT WAS COMPROMISED BEFORE TRANSACTION.,Medium,CLOSED,Ivr,True
CBK0002754,TXN00014491,USR40425,MCH1768,Grocery,2026-01-10 00:00:00,2026-01-13 13:24:00,,3.558333333333333,3840.0,False,Fraud & Account Takeover,Complaint received after multiple failed attempts.,Low,IN_PROGRESS,Ivr,True
CBK0002287,TXN00004573,USR40925,MCH4181,Pharmacy,2026-02-09 08:18:39,2026-02-04 00:00:00,2026-02-27 00:00:00,-5.346284722222222,495.68,False,Duplicate Debit & Billing,Customer says amount was debited twice.,Medium,CLOSED,Ivr,True
CBK0000037,TXN00005659,USR96672,MCH9397,Restaurant,2026-03-07 00:00:00,2026-03-13 00:00:00,2026-03-18 14:18:00,6.0,-2505.44,False,Customer General Dispute,User reports money deducted but merchant denies receiving payment.,Medium,IN_PROGRESS,Ivr,True
CBK0000726,TXN00016050,USR43040,MCH4578,Miscellaneous Retail,2026-01-18 00:00:00,2026-01-26 00:00:00,2026-01-27 00:00:00,8.0,1426.42,False,Duplicate Debit & Billing,User says UPI PIN was not entered by them.,Medium,RESOLVED,Ivr,True
CBK0002577,TXN00004121,USR90720,MCH8154,Restaurant,2026-01-03 20:31:00,,2026-02-01 00:00:00,,7340.9,True,Duplicate Debit & Billing,Complaint received after multiple failed attempts.,High,IN_PROGRESS,Chatbot,True
CBK0001624,TXN00012795,USR83035,MCH3452,Transportation,2026-01-26 00:00:00,2026-01-28 16:03:00,2026-02-10 16:03:46,2.66875,4081.84,False,Service & Delivery Failure,CUSTOMER SAYS AMOUNT WAS DEBITED TWICE.,Medium,CLOSED,Ivr,True
CBK0002259,TXN00013350,USR98061,MCH8037,Restaurant,2026-02-03 00:00:00,2026-02-09 01:39:01,2026-02-19 01:39:01,6.068761574074074,1837.87,False,Service & Delivery Failure,Complaint received after multiple failed attempts.,Medium,IN_PROGRESS,Chatbot,True
CBK0002144,TXN00008909,USR70631,MCH6347,Department Store,,2026-01-14 00:00:00,,,660.0,False,Fraud & Account Takeover,Customer complaint text unclear due to poor call center notes.,Low,RESOLVED,Call Center,True
CBK0001300,TXN00009464,USR85148,MCH7648,Transportation,2026-02-09 00:00:00,,2026-03-06 00:00:00,,2154.73,False,Fraud & Account Takeover,Merchant service was not delivered after payment.,High,IN_PROGRESS,Ivr,True
CBK0002037,TXN00000736,USR80842,MCH3769,Transportation,2026-03-15 00:00:00,2026-03-11 00:00:00,2026-03-22 00:00:00,-4.0,21931.0,True,Fraud & Account Takeover,User reports money deducted but merchant denies receiving payment.,Low,IN_PROGRESS,Chatbot,True
CBK0001277,TXN00010511,USR79673,MCH3992,Transportation,2026-02-16 11:35:00,2026-02-22 10:35:24,2026-02-27 00:00:00,5.958611111111111,12071.05,False,Customer General Dispute,User says UPI PIN was not entered by them.,Low,CLOSED,Email,True
CBK0001875,TXN00017156,USR39926,MCH4882,Pharmacy,2026-02-11 00:00:00,2026-02-15 05:57:47,2026-03-12 05:57:00,4.248460648148148,-1059.67,False,Fraud & Account Takeover,user reports money deducted but merchant denies receiving payment.,Medium,REJECTED,App,True
CBK0002724,TXN00007282,USR52296,MCH8854,Transportation,2026-01-22 20:50:32,2026-01-24 00:00:00,2026-02-14 00:00:00,1.131574074074074,9729.28,False,Duplicate Debit & Billing,Payment made to unknown merchant as per customer statement.,Medium,IN_PROGRESS,Branch,True
CBK0002354,TXN00009248,USR72500,MCH5264,Pharmacy,2026-01-14 00:00:00,2026-01-17 03:47:00,2026-02-07 00:00:00,3.157638888888889,-728.36,False,Duplicate Debit & Billing,user claims account was compromised before transaction.,Critical,RESOLVED,Email,True
CBK0002027,TXN00002894,USR72952,MCH7286,Grocery,2026-01-10 00:00:00,2026-01-10 21:26:42,2026-02-08 00:00:00,0.8935416666666667,16370.0,True,Customer General Dispute,Customer says amount was debited twice. pls check asap,Medium,IN_PROGRESS,Chatbot,True
CBK0001440,TXN00009124,USR51720,MCH1539,Grocery,2026-02-06 01:11:28,2026-03-08 00:00:00,2026-03-18 00:00:00,29.950370370370372,253.0,False,Service & Delivery Failure,Customer says transaction was not authorized.,Medium,IN_PROGRESS,Ivr,True
CBK0001493,TXN00006595,USR31543,MCH5575,Pharmacy,2026-01-18 00:00:00,2026-01-24 00:00:00,2026-01-28 00:00:00,6.0,2625.77,False,Duplicate Debit & Billing,USER SAYS UPI PIN WAS NOT ENTERED BY THEM.,Low,IN_PROGRESS,Call Center,True
CBK0002689,TXN00011270,USR88203,MCH3731,Restaurant,2026-03-05 01:07:52,2026-03-08 08:07:00,2026-03-23 08:07:52,3.2910648148148147,662.0,False,Fraud & Account Takeover,Payment made to unknown merchant as per customer statement.,Low,IN_PROGRESS,Chatbot,True
CBK0001217,TXN00010449,USR44544,MCH3100,Grocery,2026-01-21 23:13:16,2026-01-27 02:13:16,2026-02-22 00:00:00,5.125,1852.3,False,Service & Delivery Failure,User claims account was compromised before transaction.,Low,RESOLVED,Call Center,True
CBK0001517,TXN00016968,USR40843,MCH2266,Transportation,2026-03-06 00:00:00,2026-03-11 23:37:25,2026-04-04 00:00:00,5.98431712962963,1768.72,False,Fraud & Account Takeover,Merchant service was not delivered after payment.,Medium,REJECTED,App,True
CBK0001187,TXN00012133,USR31699,MCH5290,Miscellaneous Retail,2026-03-08 00:00:00,2026-03-12 04:19:58,2026-03-19 00:00:00,4.180532407407408,1491.37,False,Fraud & Account Takeover,Complaint received after multiple failed attempts.,Low,IN_PROGRESS,App,True
CBK0001516,TXN00013162,USR27947,MCH4181,Miscellaneous Retail,2026-02-26 00:00:00,2026-03-04 00:00:00,,6.0,221.35,False,Service & Delivery Failure,Customer says transaction was not authorized.,High,CLOSED,App,True
CBK0000320,TXN00014355,USR27329,MCH4446,Pharmacy,2026-03-11 07:51:22,2026-03-07 07:51:22,2026-04-02 07:51:22,-4.0,-493.43,False,Duplicate Debit & Billing,Merchant service was not delivered after payment.,Medium,IN_PROGRESS,Chatbot,True
CBK0001107,TXN00044609,USR77130,MCH2757,Apparel,2026-03-31 00:00:00,,2026-05-16 15:06:00,,771.44,False,Customer General Dispute,Customer complaint text unclear due to poor call center notes.,Medium,RESOLVED,App,False
CBK0002375,TXN00011957,USR43004,MCH4590,Pharmacy,2026-02-22 00:00:00,2026-03-09 00:00:00,2026-03-10 00:00:00,15.0,569.94,False,Fraud & Account Takeover,User reports money deducted but merchant denies receiving payment.,Medium,IN_PROGRESS,Email,True
CBK0000151,TXN00005861,USR31659,MCH5954,Hotel & Lodging,2026-03-21 00:00:00,2026-03-23 00:00:00,2026-03-29 00:00:00,2.0,10091.73,False,Duplicate Debit & Billing,User reports money deducted but merchant denies receiving payment.,Low,REJECTED,Email,True
CBK0001351,TXN00015779,USR29306,MCH1450,Restaurant,2026-01-06 00:00:00,2026-01-08 20:17:00,2026-01-17 00:00:00,2.845138888888889,3948.0,False,Fraud & Account Takeover,customer complaint text unclear due to poor call center notes.,Low,IN_PROGRESS,Chatbot,True
CBK0001111,TXN00009206,USR23400,MCH6695,Grocery,2026-01-09 00:00:00,2026-01-11 07:25:00,2026-02-04 00:00:00,2.3090277777777777,1313.0,False,Service & Delivery Failure,Merchant service was not delivered after payment.,High,IN_PROGRESS,Call Center,True
CBK0000545,TXN00011868,USR25128,MCH3714,Transportation,2026-02-02 00:00:00,2026-02-04 13:11:50,,2.5498842592592594,1080.46,False,Fraud & Account Takeover,Payment made to unknown merchant as per customer statement.,Low,IN_PROGRESS,Chatbot,True
CBK0002717,TXN00010611,USR62341,MCH6810,Pharmacy,2026-01-04 00:00:00,2026-01-06 00:00:00,2026-01-21 00:19:00,2.0,1248.48,False,Customer General Dispute,User says UPI PIN was not entered by them.,High,REJECTED,Chatbot,True
CBK0001384,TXN00016135,USR75723,MCH7246,Pharmacy,2026-02-09 19:42:43,2026-02-11 00:00:00,2026-03-04 00:00:00,1.1786689814814815,830.69,False,Fraud & Account Takeover,Merchant service was not delivered after payment.,Medium,IN_PROGRESS,Chatbot,True
CBK0002625,TXN00004157,USR67803,MCH8154,Transportation,2026-01-25 00:00:00,2026-02-04 00:00:00,2026-02-22 00:00:00,10.0,269.0,False,Customer General Dispute,Customer says transaction was not authorized.,Low,IN_PROGRESS,Call Center,True
CBK0002253,TXN00003501,USR85258,MCH4018,Pharmacy,2026-01-30 19:42:00,,2026-02-13 15:42:37,,717.53,False,Customer General Dispute,Payment made to unknown merchant as per customer statement.,Medium,RESOLVED,Call Center,True
CBK0002128,TXN00007497,USR22535,MCH7048,Transportation,2026-02-09 16:05:34,2026-02-10 15:05:00,2026-02-13 00:00:00,0.9579398148148148,-5331.95,False,Fraud & Account Takeover,User claims account was compromised before transaction. urgent,High,IN_PROGRESS,App,True
CBK0000184,TXN00001095,USR35485,MCH7351,Miscellaneous Retail,2026-03-06 00:00:00,2026-03-09 00:00:00,2026-03-25 00:00:00,3.0,1383.39,False,Customer General Dispute,User claims account was compromised before transaction.,Medium,REJECTED,Ivr,True
CBK0001646,TXN00008404,USR50087,MCH8857,Grocery,2026-02-06 00:00:00,2026-02-06 00:00:00,2026-03-07 00:00:00,0.0,6003.55,False,Fraud & Account Takeover,Customer complaint text unclear due to poor call center notes.,Low,IN_PROGRESS,Ivr,True
CBK0002445,TXN00087166,USR20310,MCH3100,Miscellaneous Retail,2026-02-12 00:00:00,2026-02-20 00:00:00,2026-03-11 01:21:40,8.0,2084.49,False,Fraud & Account Takeover,User says UPI PIN was not entered by them.,Medium,RESOLVED,Call Center,False
CBK0001479,TXN00008854,USR96222,MCH8391,Restaurant,2026-03-12 23:27:49,2026-03-18 00:00:00,2026-04-15 13:27:49,5.022349537037037,2299.14,False,Duplicate Debit & Billing,Suspicious high-value payment disputed by customer.,Medium,REJECTED,Chatbot,True
CBK0002009,TXN00007679,USR85277,MCH4226,Transportation,2026-02-24 19:29:47,2026-02-28 11:29:00,,3.666122685185185,504.58,False,Service & Delivery Failure,USER REPORTS MONEY DEDUCTED BUT MERCHANT DENIES RECEIVING PAYMENT.,High,IN_PROGRESS,Branch,True
CBK0002490,,USR43455,MCH9521,Apparel,2026-01-09 00:00:00,2026-01-17 00:00:00,2026-01-29 00:00:00,8.0,1266.0,False,Service & Delivery Failure,USER CLAIMS ACCOUNT WAS COMPROMISED BEFORE TRANSACTION.,High,RESOLVED,Chatbot,False
CBK0001380,TXN00009008,USR35697,MCH7809,Pharmacy,2026-03-23 00:00:00,2026-03-25 00:00:00,2026-04-09 12:19:42,2.0,743.0,False,Customer General Dispute,USER SAYS UPI PIN WAS NOT ENTERED BY THEM.,Low,REJECTED,Ivr,True
CBK0002216,TXN00007764,USR83977,MCH3026,Grocery,2026-03-19 00:00:00,2026-03-25 00:00:00,,6.0,6398.47,False,Customer General Dispute,User claims account was compromised before transaction.,Medium,IN_PROGRESS,Chatbot,True
CBK0001727,TXN00016545,USR45053,MCH5655,Grocery,2026-03-04 18:43:59,2026-03-07 00:00:00,2026-03-14 00:00:00,2.2194560185185184,268.66,False,Fraud & Account Takeover,Customer complaint text unclear due to poor call center notes.,Medium,IN_PROGRESS,App,True
CBK0000270,TXN00010202,USR15203,MCH5264,Miscellaneous Retail,2026-01-23 00:00:00,2026-01-25 00:00:00,2026-02-02 00:00:00,2.0,1328.22,False,Fraud & Account Takeover,Payment made to unknown merchant as per customer statement.,Low,IN_PROGRESS,Branch,True
CBK0000511,TXN00018141,USR72986,MCH8779,Pharmacy,2026-03-16 00:00:00,2026-03-19 00:00:00,2026-03-28 00:00:00,3.0,4311.27,False,Service & Delivery Failure,Customer complaint text unclear due to poor call center notes.,Medium,RESOLVED,App,True
CBK0002731,TXN00000182,USR78938,MCH8953,Restaurant,2026-02-11 00:00:00,2026-02-17 00:00:00,2026-02-26 00:00:00,6.0,17413.88,False,Customer General Dispute,user claims account was compromised before transaction.,High,CLOSED,App,True
CBK0001334,TXN00013020,USR94669,MCH6850,Restaurant,,2026-03-11 00:00:00,2026-03-27 00:00:00,,2027.64,False,Duplicate Debit & Billing,User reports money deducted but merchant denies receiving payment.,Medium,IN_PROGRESS,Ivr,True
CBK0000009,TXN00007204,USR51727,MCH4175,Hotel & Lodging,2026-03-15 00:00:00,2026-03-17 00:00:00,,2.0,-4713.91,False,Fraud & Account Takeover,Suspicious high-value payment disputed by customer.,High,REJECTED,Branch,True
CBK0000733,TXN00012362,USR55838,MCH4181,Grocery,2026-02-05 12:02:58,2026-02-06 00:00:00,2026-02-08 15:02:00,0.4979398148148148,4043.04,False,Fraud & Account Takeover,User says UPI PIN was not entered by them.,Critical,IN_PROGRESS,Branch,True
CBK0001152,TXN00008504,USR31293,MCH1317,Miscellaneous Retail,2026-02-15 23:32:00,2026-02-16 13:32:23,2026-03-06 13:32:23,0.583599537037037,588.2,False,Fraud & Account Takeover,User reports money deducted but merchant denies receiving payment.,Medium,IN_PROGRESS,Branch,True
CBK0000886,TXN00012882,USR83501,MCH3412,Transportation,2026-01-13 00:00:00,2026-01-15 10:24:32,2026-01-28 00:00:00,2.4337037037037037,1791.89,False,Fraud & Account Takeover,Payment made to unknown merchant as per customer statement.,Medium,RESOLVED,Chatbot,True
CBK0002753,TXN00006756,USR69271,MCH1635,Grocery,2026-03-28 00:00:00,2026-04-28 00:00:00,,31.0,988.98,False,Service & Delivery Failure,Payment made to unknown merchant as per customer statement.,Medium,IN_PROGRESS,Branch,True
CBK0001224,TXN00008299,USR61715,MCH1151,Pharmacy,2026-01-04 00:00:00,2026-01-07 00:00:00,2026-02-03 03:47:20,3.0,1586.53,False,Fraud & Account Takeover,SUSPICIOUS HIGH-VALUE PAYMENT DISPUTED BY CUSTOMER.,Medium,IN_PROGRESS,Email,True
CBK0000155,TXN00010068,USR53527,MCH9030,Grocery,2026-03-12 00:00:00,2026-03-14 00:00:00,2026-03-17 00:00:00,2.0,2128.78,False,Fraud & Account Takeover,Merchant service was not delivered after payment.,Low,IN_PROGRESS,Chatbot,True
CBK0001466,TXN00015318,USR91423,MCH3984,Pharmacy,2026-02-16 14:22:00,2026-02-19 00:00:00,2026-03-21 00:00:00,2.401388888888889,3397.0,False,Service & Delivery Failure,Suspicious high-value payment disputed by customer.,Medium,CLOSED,Chatbot,True
CBK0001664,TXN00018525,USR61151,MCH2048,Restaurant,2026-01-18 00:00:00,2026-01-17 00:00:00,2026-02-10 20:54:30,-1.0,263.29,False,Fraud & Account Takeover,User reports money deducted but merchant denies receiving payment.,Low,IN_PROGRESS,Chatbot,True
CBK0001452,TXN00008175,USR21384,MCH2062,Transportation,2026-02-22 00:00:00,2026-03-01 07:14:00,,7.301388888888889,7668.14,False,Customer General Dispute,Customer says amount was debited twice.,Low,IN_PROGRESS,App,True
CBK0002640,TXN00005546,USR34195,MCH2365,Hotel & Lodging,2026-02-24 10:34:00,2026-02-25 16:34:00,,1.25,1518.0,False,Duplicate Debit & Billing,User claims account was compromised before transaction.,Low,IN_PROGRESS,Call Center,True
CBK0000867,TXN00019528,USR25296,MCH5076,Apparel,2026-01-31 00:00:00,2026-01-29 00:00:00,2026-02-14 14:43:00,-2.0,2653.08,False,Service & Delivery Failure,User claims account was compromised before transaction.,Medium,CLOSED,Chatbot,True
CBK0002768,TXN00068399,USR40977,MCH2404,Grocery,,2026-01-31 00:00:00,2026-02-03 07:38:22,,562.25,False,Fraud & Account Takeover,User claims account was compromised before transaction.,High,IN_PROGRESS,Chatbot,False
CBK0001778,TXN00019856,USR11814,MCH9334,Grocery,2026-02-02 10:18:46,2026-02-03 21:18:46,2026-02-12 00:00:00,1.4583333333333333,19902.97,True,Fraud & Account Takeover,Complaint received after multiple failed attempts. call dropped,High,IN_PROGRESS,Chatbot,True
CBK0002238,TXN00002006,USR76792,MCH3459,Transportation,,2026-01-29 00:00:00,2026-02-20 00:00:00,,637.05,False,Service & Delivery Failure,Payment made to unknown merchant as per customer statement. details missing,Medium,IN_PROGRESS,Email,True
CBK0001923,TXN00016966,USR62899,MCH8181,Miscellaneous Retail,2026-01-10 00:00:00,2026-01-14 00:00:00,2026-01-21 00:00:00,4.0,1081.02,False,Duplicate Debit & Billing,customer complaint text unclear due to poor call center notes.,Low,RESOLVED,Email,True
CBK0000471,TXN00007267,USR46455,MCH8953,Grocery,2026-01-05 18:57:21,2026-01-20 19:57:21,,15.041666666666666,890.07,False,Duplicate Debit & Billing,Merchant service was not delivered after payment.,Low,REJECTED,Chatbot,True
CBK0001626,TXN00049458,USR11987,MCH8783,Miscellaneous Retail,2026-02-20 00:00:00,2026-02-22 18:45:00,2026-03-03 00:00:00,2.78125,12414.63,False,Customer General Dispute,User claims account was compromised before transaction.,Critical,IN_PROGRESS,Branch,False
CBK0002210,TXN00005430,USR83180,MCH5840,Miscellaneous Retail,2026-02-28 17:08:00,2026-03-31 13:08:00,2026-04-25 13:08:00,30.833333333333332,1006.88,False,Fraud & Account Takeover,Complaint received after multiple failed attempts.,Medium,IN_PROGRESS,Ivr,True
CBK0000127,TXN00007654,USR54113,MCH3992,Restaurant,2026-03-06 00:00:00,2026-04-20 00:00:00,2026-05-05 21:02:00,45.0,1028.53,False,Duplicate Debit & Billing,Customer complaint text unclear due to poor call center notes.,Medium,IN_PROGRESS,Chatbot,True
CBK0000705,TXN00001152,USR35882,MCH9206,Hotel & Lodging,2026-03-27 00:00:00,2026-03-28 00:00:00,2026-04-03 06:16:00,1.0,1038.46,False,Duplicate Debit & Billing,customer complaint text unclear due to poor call center notes.,Medium,REJECTED,Chatbot,True
CBK0000507,TXN00012054,USR64199,MCH5589,Transportation,2026-03-02 13:39:09,,2026-03-30 13:39:09,,666.76,False,Fraud & Account Takeover,Complaint received after multiple failed attempts.,High,IN_PROGRESS,Call Center,True
CBK0002408,TXN00013519,USR21313,MCH4396,Pharmacy,2026-01-07 08:45:00,2026-01-10 14:45:00,2026-02-08 00:00:00,3.25,4980.8,False,Service & Delivery Failure,Merchant service was not delivered after payment.,High,IN_PROGRESS,Chatbot,True
CBK0002332,TXN00002710,USR70317,MCH5459,Restaurant,2026-02-12 00:00:00,2026-02-13 00:00:00,,1.0,2072.0,False,Service & Delivery Failure,User claims account was compromised before transaction.,Low,RESOLVED,Chatbot,True
CBK0000698,TXN00005431,USR66398,MCH1320,Grocery,2026-03-31 13:31:09,2026-04-02 00:00:00,2026-04-22 11:31:00,1.4367013888888889,1631.64,False,Duplicate Debit & Billing,customer says transaction was not authorized.,High,REJECTED,Email,True
CBK0000383,TXN00013042,USR84199,MCH9709,Miscellaneous Retail,2026-03-27 00:00:00,2026-03-28 07:14:43,2026-04-24 00:00:00,1.3018865740740742,5855.28,False,Fraud & Account Takeover,complaint received after multiple failed attempts.,Medium,CLOSED,Branch,True
CBK0001198,TXN00016001,USR34436,MCH2936,Transportation,,2026-02-05 06:11:00,2026-02-22 00:00:00,,812.93,False,Fraud & Account Takeover,Payment made to unknown merchant as per customer statement.,High,IN_PROGRESS,Chatbot,True
CBK0002194,,USR21052,MCH3797,Hotel & Lodging,2026-03-08 00:00:00,2026-03-12 00:00:00,,4.0,,False,Fraud & Account Takeover,User reports money deducted but merchant denies receiving payment.,Critical,IN_PROGRESS,App,False
CBK0001129,TXN00019231,USR32448,MCH5534,Hotel & Lodging,2026-03-02 00:00:00,2026-03-07 00:00:00,2026-03-26 00:00:00,5.0,1213.34,False,Customer General Dispute,User reports money deducted but merchant denies receiving payment.,Low,IN_PROGRESS,Chatbot,True
CBK0002586,TXN00016107,USR77915,MCH8391,Transportation,2026-03-15 00:00:00,2026-04-14 10:20:30,2026-05-12 10:20:00,30.430902777777778,800.72,False,Customer General Dispute,Payment made to unknown merchant as per customer statement.,Low,IN_PROGRESS,Branch,True
CBK0001794,TXN00009546,USR84804,MCH3045,Miscellaneous Retail,2026-03-13 00:00:00,2026-03-14 00:00:00,2026-03-16 10:34:00,1.0,562.28,False,Customer General Dispute,Customer says transaction was not authorized.,Medium,IN_PROGRESS,App,True
CBK0000707,TXN00009174,USR25529,MCH1041,Grocery,2026-03-28 00:00:00,2026-04-28 00:00:00,2026-05-04 00:00:00,31.0,3544.0,False,Service & Delivery Failure,Complaint received after multiple failed attempts.,Low,IN_PROGRESS,App,True
CBK0000675,TXN00002371,USR78353,MCH5277,Restaurant,2026-02-26 00:00:00,2026-03-09 00:00:00,2026-03-10 00:00:00,11.0,-7577.71,False,Service & Delivery Failure,customer says amount was debited twice.,Medium,REJECTED,Email,True
CBK0000461,TXN00013811,USR98133,MCH3815,Transportation,2026-03-18 22:28:00,2026-03-21 00:00:00,,2.063888888888889,2059.37,False,Fraud & Account Takeover,User says UPI PIN was not entered by them. details missing,Medium,IN_PROGRESS,App,True
CBK0000077,TXN00016365,USR65949,MCH5705,Transportation,2026-01-17 10:07:00,2026-01-18 13:07:29,2026-02-05 00:00:00,1.1253356481481482,287.37,False,Duplicate Debit & Billing,User reports money deducted but merchant denies receiving payment.,Low,RESOLVED,App,True
CBK0000606,TXN00009406,USR72675,MCH2266,Hotel & Lodging,,2026-01-13 16:20:00,2026-01-24 16:20:00,,2488.0,False,Service & Delivery Failure,Merchant service was not delivered after payment.,Medium,REJECTED,Ivr,True
CBK0000880,TXN00018703,USR63444,MCH2434,Miscellaneous Retail,2026-01-31 00:00:00,2026-02-07 00:00:00,2026-02-21 16:50:46,7.0,1513.0,False,Service & Delivery Failure,suspicious high-value payment disputed by customer.,Critical,IN_PROGRESS,Branch,True
CBK0001536,TXN00003677,USR67399,MCH1566,Transportation,2026-02-23 02:32:00,2026-02-28 15:32:00,,5.541666666666667,1364.35,False,Service & Delivery Failure,Customer says transaction was not authorized. pls check asap,Low,RESOLVED,Email,True
